,Name,Smiles
401,Pasireotide,O(Cc1ccccc1)c1ccc(cc1)C[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H]2N(C[C@H](OC(=O)NCCN)C2)C(=O)[C@@H](NC1=O)Cc1ccccc1)c1ccccc1)Cc1c2c([nH]c1)cccc2)CCCCN
402,Dalfampridine,N1C=CC(=N)C=C1
403,Isavuconazonium,s1cc(nc1[C@@H]([C@](O)(Cn1ncnc1)c1cc(F)ccc1F)C)-c1ccc(cc1)C#N
404,Flupirtine,Fc1ccc(cc1)CNc1nc(N)c(NC(OCC)=O)cc1
405,Bosutinib,Clc1cc(Cl)c(OC)cc1Nc1c2cc(OC)c(OCCCN3CCN(CC3)C)cc2ncc1C#N
406,Peramivir,O[C@H]1[C@@H](C(NC(=O)C)C(CC)CC)[C@H](N=C(N)N)C[C@@H]1C(O)=O
407,Apixaban,O(C)c1ccc(-n2nc(c3c2C(=O)N(CC3)c2ccc(N3CCCCC3=O)cc2)C(=O)N)cc1
408,Panobinostat,OC(=NO)\C=C\c1ccc(cc1)CNCCc1c2c([nH]c1C)cccc2
409,Agomelatine,O(C)c1cc2c(cc1)cccc2CCNC(=O)C
410,Ceftaroline fosamil,s1cc(nc1SC=1CS[C@H]2N(C=1C(=O)[O-])C(=O)[C@H]2NC(=O)\C(=N\OCC)\c1nc(sn1)NP(O)(O)=O)-c1cc[n+](cc1)C
411,Pazopanib,S(=O)(=O)(N)c1cc(Nc2nc(N(C)c3cc4nn(C)c(c4cc3)C)ccn2)ccc1C
412,Prucalopride,Clc1cc(c2OCCc2c1N)C(=O)NC1CCN(CC1)CCCOC
413,Cangrelor,ClC(Cl)(P(OP(OC[C@H]1O[C@@H](n2c3nc(SCCC(F)(F)F)nc(NCCSC)c3nc2)[C@H](O)[C@@H]1O)(O)=O)(O)=O)P(O)(O)=O
414,Etravirine,Brc1c(nc(nc1Oc1c(cc(cc1C)C#N)C)Nc1ccc(cc1)C#N)N
415,Armodafinil,S(=O)(C(c1ccccc1)c1ccccc1)CC(=O)N
416,Oxymetholone,O=C/1C[C@@H]2CC[C@H]3[C@@H]4CC[C@@](O)(C)[C@]4(CC[C@@H]3[C@]2(C\C\1=C\O)C)C
417,Doxercalciferol,O[C@H]1C[C@H](O)C\C(=C/C=C\2/[C@@H]3CC[C@H]([C@@H](\C=C\[C@@H](C(C)C)C)C)[C@]3(CCC/2)C)\C1=C
418,Ambrisentan,O([C@@H](C(OC)(c1ccccc1)c1ccccc1)C(O)=O)c1nc(cc(n1)C)C
419,Telavancin,Cl.Clc1c2Oc3cc4[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC)CC(C)C)[C@H](O)c(c1)cc2)CC(=O)N)C(=O)N[C@@H]1c2cc(-c5c(cc(O)c(CNCP(O)(O)=O)c5O)[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)c1cc(Cl)c(Oc(c4)c3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@@H](O)[C@@](NCCNCCCCCCCCCC)(C3)C)cc1)C(O)=O)c(O)cc2
420,Bazedoxifene,O(CCN1CCCCCC1)c1ccc(cc1)Cn1c2c(cc(O)cc2)c(C)c1-c1ccc(O)cc1
421,Saxagliptin,OC12CC3(CC(C1)CC(C3)C2)[C@H](N)C(=O)N1[C@@H]2[C@H](C[C@H]1C#N)C2
422,Dapagliflozin,Clc1ccc(cc1Cc1ccc(OCC)cc1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.O.OC(CO)C
423,Simeprevir,s1cc(nc1-c1nc2c(ccc(OC)c2C)c(OC2C[C@@H]3[C@@H](C2)C(=O)N[C@]2([C@@H](\C=C/CCCCN(C)C3=O)C2)C(=O)NS(=O)(=O)C2CC2)c1)C(C)C
424,Amisulpride,S(=O)(=O)(CC)c1cc(C(=O)NCC2N(CCC2)CC)c(OC)cc1N
425,Temsirolimus,O1[C@@H](CC(=O)[C@@H](\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@@H](C[C@@H](\C=C\C=C\C=C(/C)\[C@@H](OC)C[C@H]2O[C@](O)([C@@H](CC2)C)C(=O)C(=O)N2[C@@H](CCCC2)C1=O)C)C)C)[C@@H](C[C@H]1C[C@@H](OC)[C@H](OC(=O)C(CO)(CO)C)CC1)C
426,Levocetirizine,Clc1ccc(cc1)[C@H](N1CCN(CC1)CCOCC(O)=O)c1ccccc1
427,Alvimopan,Oc1cc(ccc1)[C@@]1(CCN(C[C@@H]1C)C[C@H](Cc1ccccc1)C(=O)NCC(O)=O)C
428,Sitaxentan,Clc1c(noc1NS(=O)(=O)c1ccsc1C(=O)Cc1cc2OCOc2cc1C)C
429,Udenafil,S(=O)(=O)(NCCC1N(CCC1)C)c1cc(C2=NC(=O)c3n(nc(c3N2)CCC)C)c(OCCC)cc1
430,Droxidopa,Oc1cc(ccc1O)[C@H](O)[C@@H](N)C(O)=O
431,Hexaminolevulinate,O(C(=O)CCC(=O)CN)CCCCCC
432,Incadronate,P(O)(O)(=O)C(P(O)(O)=O)NC1CCCCC1
433,Eflornithine,FC(F)C(N)(CCCN)C(O)=O
434,Avanafil,Clc1cc(ccc1OC)CNc1nc(ncc1C(=O)NCc1ncccn1)N1CCC[C@H]1CO
435,Rivaroxaban,Clc1sc(cc1)C(=O)NC[C@@H]1OC(=O)N(C1)c1ccc(N2CCOCC2=O)cc1
436,Dalbavancin,Clc1c2[C@@H]3NC(=O)[C@H](NC(=O)[C@H](NC)c4cc(Oc(cc1O)c2)c(O)cc4)Cc1ccc(Oc2cc4[C@@H](NC3=O)C(=O)N[C@@H]3c5cc(-c6c(cc(O)cc6O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]6O)C(NC(=O)[C@@H](NC3=O)[C@H](O)c3cc(Cl)c(Oc(c4)c2O[C@@H]2O[C@H](C(O)=O)[C@@H](O)[C@H](O)[C@H]2NC(=O)CCCCCCCCC(C)C)cc3)C(=O)NCCCN(C)C)c(O)cc5)cc1
437,Lacosamide,O(C[C@@H](NC(=O)C)C(=O)NCc1ccccc1)C
438,Asenapine,Clc1cc2C3C(c4c(Oc2cc1)cccc4)CN(C3)C.OC(=O)\C=C/C(O)=O
439,Regadenoson,O1[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1n1c2nc(nc(N)c2nc1)-n1ncc(c1)C(=O)NC
440,Tolvaptan,Clc1cc2c(N(CCC[C@H]2O)C(=O)c2ccc(NC(=O)c3ccccc3C)cc2C)cc1
441,Doripenem,S([C@H]1C[C@H](NC1)CNS(=O)(=O)N)C=1[C@@H]([C@H]2N(C=1C(O)=O)C(=O)[C@@H]2[C@H](O)C)C
442,Eltrombopag,Oc1c(cccc1N\N=C/1\C(=NN(C\1=O)c1cc(C)c(cc1)C)C)-c1cc(ccc1)C(O)=O
443,Prasugrel,s1c2CCN(Cc2cc1OC(=O)C)C(C(=O)C1CC1)c1ccccc1F
444,Silodosin,FC(F)(F)COc1ccccc1OCCN[C@@H](Cc1cc(c2N(CCc2c1)CCCO)C(=O)N)C
445,Tapentadol,Oc1cc(ccc1)[C@@H]([C@H](CN(C)C)C)CC
446,Alogliptin,O=C1N(C)C(=O)N(Cc2ccccc2C#N)C(N2C[C@H](N)CCC2)=C1
447,Rufinamide,Fc1cccc(F)c1Cn1nnc(c1)C(=O)N
448,Icatibant,s1cccc1C[C@H](NC(=O)CNC(=O)C1N(C[C@H](O)C1)C(=O)C1N(CCC1)C(=O)C(NC(=O)[C@H](N)CCCN=C(N)N)CCCN=C(N)N)C(=O)N[C@H](C(=O)N1Cc2c(CC1C(=O)N1[C@@H]3[C@H](CC1C(=O)N[C@@H](CCCN=C(N)N)C(O)=O)CCCC3)cccc2)CO
449,Romidepsin,S1SC[C@H]2N=C(O)[C@H](N=C(O)C[C@H](OC(=O)[C@@H](N=C(O)/C(/N=C2O)=C/C)C(C)C)C=CCC1)C(C)C
450,Rimonabant,Clc1cc(Cl)ccc1-n1nc(C(=O)NN2CCCCC2)c(C)c1-c1ccc(Cl)cc1
451,Acetylcysteine,SC[C@H](NC(=O)C)C(O)=O
452,Sulfadimethoxine,S(=O)(=O)(Nc1nc(OC)nc(OC)c1)c1ccc(N)cc1
453,Mianserin,N12C(c3c(Cc4c1cccc4)cccc3)CN(CC2)C
454,Sulfathiazole,s1ccnc1NS(=O)(=O)c1ccc(N)cc1
455,Sertindole,Clc1cc2c(n(cc2C2CCN(CC2)CCN2CCNC2=O)-c2ccc(F)cc2)cc1
456,Cariprazine,Clc1c(N2CCN(CC2)CCC2CCC(NC(=O)N(C)C)CC2)cccc1Cl
457,Abiraterone,O[C@@H]1CC2=CC[C@H]3[C@@H]4CC=C([C@]4(CC[C@@H]3[C@]2(CC1)C)C)c1cccnc1
458,Apremilast,S(=O)(=O)(C[C@@H](N1C(=O)c2c(cccc2N=C(O)C)C1=O)c1cc(OCC)c(OC)cc1)C
459,Sodium stibogluconate,[Sb]12(O[C@H]([C@@H](O1)[C@H](O2)[C@H](O)CO)C(=O)[O-])(O[Sb]12(O[C@H]([C@@H](O1)[C@H](O2)[C@H](O)CO)C(=O)[O-])O)[O-].[Na+].[Na+].[Na+].O.O.O.O.O.O.O.O.O
460,Telaprevir,O=C(N[C@H](C(=O)N[C@@H](C(C)(C)C)C(=O)N1C[C@H]2[C@H](CCC2)[C@H]1C(=O)N[C@H](C(=O)C(=O)NC1CC1)CCC)C1CCCCC1)c1nccnc1
461,WF10,[Cl+]([O-])[O-].[Cl+]([O-])[O-].[Cl+]([O-])[O-].[Cl+]([O-])[O-].O.O=O
462,Vandetanib,Brc1cc(F)c(Nc2ncnc3c2cc(OC)c(OCC2CCN(CC2)C)c3)cc1
463,Rotigotine,s1cccc1CCN(CCC)C1CCc2c(C1)cccc2O
464,Ibudilast,O=C(C(C)C)c1c2n(nc1C(C)C)C=CC=C2
465,Ecabet,S(O)(=O)(=O)c1cc2c(cc1C(C)C)CC[C@H]1[C@@](CCC[C@@]12C)(C(O)=O)C
466,Gallium nitrate,[Ga+3].O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-]
467,Methsuximide,O=C1N(C)C(=O)CC1(C)c1ccccc1
468,Silver sulfadiazine,[Ag+].S(=O)([O-])(=Nc1ncccn1)c1ccc(N)cc1
469,Cobimetinib,Ic1cc(F)c(Nc2c(F)c(F)ccc2C(=O)N2CC(O)(C2)[C@H]2NCCCC2)cc1
470,Trabectedin,S1[C@H]2[C@@H]3N([C@H](c4c2c(OC(=O)C)c(c2OCOc24)C)COC(=O)[C@@]2(NCCc4cc(O)c(OC)cc24)C1)[C@@H](O)[C@H]1N([C@@H]3c2c(cc(C)c(OC)c2O)C1)C
471,Indacaterol,Oc1c2NC(=O)C=Cc2c(cc1)[C@@H](O)CNC1Cc2cc(CC)c(cc2C1)CC
472,Ataluren,Fc1ccccc1-c1onc(n1)-c1cc(ccc1)C(O)=O
473,Ingenol Mebutate,O=C1[C@@]23C=C(C)[C@H](OC(=O)\C(=C/C)\C)[C@@]2(O)[C@H](O)C(=C[C@H]1[C@H]1[C@@H](C[C@H]3C)C1(C)C)CO
474,Lucanthone,S1c2c(C(=O)c3c1cccc3)c(NCCN(CC)CC)ccc2C
475,Ezogabine,Fc1ccc(cc1)CNc1cc(N)c(NC(OCC)=O)cc1
476,Lofexidine,Clc1cccc(Cl)c1OC(C)C=1NCCN=1
477,Iloperidone,Fc1cc2onc(c2cc1)C1CCN(CC1)CCCOc1ccc(cc1OC)C(=O)C
478,Tamibarotene,OC(=O)c1ccc(cc1)C(=O)Nc1cc2c(cc1)C(CCC2(C)C)(C)C
479,Ospemifene,ClCC\C(=C(\c1ccc(OCCO)cc1)/c1ccccc1)\c1ccccc1
480,Permethrin,ClC(Cl)=CC1C(C)(C)C1C(OCc1cc(Oc2ccccc2)ccc1)=O
481,Clevidipine,Clc1c(cccc1Cl)C1C(C(OCOC(=O)CCC)=O)=C(NC(C)=C1C(OC)=O)C
482,Oritavancin,Clc1c2Oc3cc4[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC)CC(C)C)[C@H](O)c(c1)cc2)CC(=O)N)C(=O)N[C@@H]1c2cc(-c5c(cc(O)cc5O)[C@H](NC(=O)[C@@H](NC1=O)[C@H](O[C@@H]1O[C@@H](C)[C@H](O)[C@@](N)(C1)C)c1cc(Cl)c(Oc(c4)c3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@](NCc4ccc(cc4)-c4ccc(Cl)cc4)(C3)C)cc1)C(O)=O)c(O)cc2
483,Flibanserin,FC(F)(F)c1cc(N2CCN(CC2)CCN2c3c(NC2=O)cccc3)ccc1
484,Ximelagatran,O(C(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(cc1)/C(=N/O)/N)C1CCCCC1)CC
485,Milnacipran,O=C(N(CC)CC)[C@@]1(C[C@@H]1CN)c1ccccc1
486,Vapreotide,S1SCC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(N)Cc2ccccc2)C1)Cc1ccc(O)cc1)Cc1c2c([nH]c1)cccc2)CCCCN)C(C)C)C(=O)NC(Cc1[nH]c2c(c1)cccc2)C(=O)N
487,Bepotastine,Clc1ccc(cc1)C(OC1CCN(CC1)CCCC(O)=O)c1ncccc1
488,Enoximone,S(C)c1ccc(cc1)C(=O)C=1NC(=O)NC=1C
489,Voglibose,O[C@H]1[C@H](O)[C@](O)(C[C@H](NC(CO)CO)[C@@H]1O)CO
490,Voacamine,O(C)c1cc2c3c([nH]c2cc1[C@@H]1c2[nH]c4c(c2C[C@H]2N(C/C(/[C@H](C1)C2C(OC)=O)=C/C)C)cccc4)[C@]1([C@H]2N(CC3)C[C@H](C1)C[C@@H]2CC)C(OC)=O
491,Vildagliptin,OC12CC3(NCC(=O)N4CCC[C@H]4C#N)CC(C1)CC(C3)C2
492,Lorcaserin,Clc1cc2c(CCNC[C@@H]2C)cc1
493,Nilotinib,FC(F)(F)c1cc(NC(=O)c2cc(Nc3nc(ccn3)-c3cccnc3)c(cc2)C)cc(-n2cc(nc2)C)c1
494,Homoharringtonine,O1c2c(OC1)cc1[C@@H]3[C@@]4(N(CCc1c2)CCC4)C=C(OC)[C@H]3OC(=O)C(O)(CCCC(O)(C)C)CC(OC)=O
495,Nebivolol,Fc1cc2CCC(Oc2cc1)C(O)CNCC(O)C1Oc2c(cc(F)cc2)CC1
496,Dronedarone,S(=O)(=O)(Nc1cc2c(oc(CCCC)c2C(=O)c2ccc(OCCCN(CCCC)CCCC)cc2)cc1)C
497,Febuxostat,s1c(nc(C)c1C(O)=O)-c1cc(C#N)c(OCC(C)C)cc1
498,Celiprolol,O(CC(O)CNC(C)(C)C)c1ccc(NC(=O)N(CC)CC)cc1C(=O)C
499,Ixabepilone,s1cc(nc1C)\C=C(/C)\[C@H]1NC(=O)C[C@@H](O)C(C)(C)C(=O)[C@@H](C)[C@@H](O)[C@H](CCC[C@]2(O[C@H]2C1)C)C
500,Tetrabenazine,O(C)c1cc2C3N(CC(CC(C)C)C(=O)C3)CCc2cc1OC
501,Mepenzolate,O(C(=O)C(O)(c1ccccc1)c1ccccc1)C1CCC[N+](C1)(C)C
502,Fluspirilene,Fc1ccc(cc1)C(CCCN1CCC2(N(CNC2=O)c2ccccc2)CC1)c1ccc(F)cc1
503,Flunarizine,Fc1ccc(cc1)C(N1CCN(CC1)C\C=C\c1ccccc1)c1ccc(F)cc1
504,Debrisoquin,NC(=N)N1CCc2c(C1)cccc2
505,Cyproterone acetate,ClC=1C2=CC(=O)[C@H]3[C@H](C3)[C@@]2([C@@H]2[C@H]([C@@H]3CC[C@](OC(=O)C)(C(=O)C)[C@]3(CC2)C)C=1)C
506,Cyclandelate,O(C(=O)C(O)c1ccccc1)C1CC(CC(C1)C)(C)C
507,Clofedanol,Clc1ccccc1C(O)(CCN(C)C)c1ccccc1
508,Maraviroc,FC1(F)CCC(CC1)C(=O)N[C@@H](CCN1[C@H]2CC(n3c(nnc3C)C(C)C)C[C@@H]1CC2)c1ccccc1
509,Bifonazole,n1ccn(c1)C(c1ccc(cc1)-c1ccccc1)c1ccccc1
510,Suramin,S(O)(=O)(=O)c1c2c(cc(S(O)(=O)=O)c1)c(S(O)(=O)=O)ccc2NC(=O)c1cc(NC(=O)c2cc(NC(=O)Nc3cc(ccc3)C(=O)Nc3cc(ccc3C)C(=O)Nc3c4c(cc(S(O)(=O)=O)cc4S(O)(=O)=O)c(S(O)(=O)=O)cc3)ccc2)c(cc1)C
511,Nimesulide,S(=O)(=O)(Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1)C
512,Iodipamide,Ic1c(C(O)=O)c(I)cc(I)c1NC(=O)CCCCC(=O)Nc1c(I)c(C(O)=O)c(I)cc1I
513,Quinestrol,O(C1CCCC1)c1cc2CC[C@H]3[C@@H]4CC[C@@](O)(C#C)[C@]4(CC[C@@H]3c2cc1)C
514,Estropipate,S(Oc1cc2CC[C@H]3[C@@H]4CCC(=O)[C@]4(CC[C@@H]3c2cc1)C)(O)(=O)=O
515,Estriol,Oc1cc2CC[C@H]3[C@@H]4C[C@@H](O)[C@H](O)[C@]4(CC[C@@H]3c2cc1)C
516,Thiotepa,S=P(N1CC1)(N1CC1)N1CC1
517,Trioxsalen,O1c2c(cc3c(oc(c3)C)c2C)C(=CC1=O)C
518,Latamoxef,S(CC=1CO[C@H]2N(C=1C(O)=O)C(=O)[C@@]2(OC)NC(=O)C(C(O)=O)c1ccc(O)cc1)c1nnnn1C
519,Niflumic Acid,FC(F)(F)c1cc(Nc2ncccc2C(O)=O)ccc1
520,Lactose,O1[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)C1O
521,Lactic Acid,OC(C(O)=O)C
522,Carbocisteine,S(CC(O)=O)C[C@H](N)C(O)=O
523,Gluconic Acid,OC(=O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO
524,Oleic Acid,OC(=O)CCCCCCC\C=C\CCCCCCCC
525,Urea,O=C(N)N
526,Formaldehyde,O=C
527,Benzoic Acid,OC(=O)c1ccccc1
528,Tris,OCC(N)(CO)CO
529,Deoxycholic Acid,O[C@@H]1C[C@H]2[C@H]([C@@H]3CC[C@@H]([C@@H](CCC(O)=O)C)[C@@]13C)CC[C@H]1C[C@@H](O)CC[C@@]12C
530,Ribostamycin,O1[C@@H](CN)[C@H](O)[C@@H](O)[C@H](N)[C@H]1O[C@@H]1[C@@H](O[C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)[C@H](O)[C@@H](N)C[C@H]1N
531,Hemin,[Fe@]123[N+]4=C5C=c6n1c(=CC1=[N+]2C(=Cc2n3c(C=C4C(C(O)=O)=C5C)c(C(O)=O)c2C)C(C)=C1C)c(C)c6C
532,Phenol,Oc1ccccc1
533,Oteracil,O=C1NC(=NC(=O)N1)C(O)=O
534,Acetic acid,O=C([O-])C
535,Flavin adenine dinucleotide,P(OC[C@H]1O[C@@H](n2c3ncnc(N)c3nc2)[C@H](O)[C@@H]1O)(OP(OC[C@@H](O)[C@@H](O)[C@@H](O)CN1C2=NC(=O)NC(=O)C2=Nc2cc(C)c(cc12)C)(O)=O)(O)=O
536,Acetylcholine,O(C(=O)C)CC[N+](C)(C)C
537,Oxitriptan,Oc1cc2c([nH]cc2C[C@H](N)C(O)=O)cc1
538,Fusidic Acid,O(C(=O)C)[C@H]/1C[C@]2([C@@H](C[C@@H](O)[C@@H]3[C@@]2(CC[C@H]2[C@H](C)[C@H](O)CC[C@@]23C)C)\C\1=C(/CCC=C(C)C)\C(O)=O)C
539,Nicotinamide,O=C(N)c1cccnc1
540,Cholic Acid,O[C@H]1C[C@H]2[C@H]([C@@H]3CC[C@H]([C@@H](CCC(O)=O)C)[C@@]13C)[C@H](O)C[C@@H]1C[C@H](O)CC[C@@]12C
541,Terlipressin,S1SC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)CNC(=O)CN)C1)Cc1ccc(O)cc1)Cc1ccccc1)CCC(=O)N)CC(=O)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N
542,Vorinostat,O=C(Nc1ccccc1)CCCCCCC(=O)NO
543,Thymol,Oc1cc(ccc1C(C)C)C
544,Isopropyl Alcohol,OC(C)C
545,Calcipotriol,O[C@H]1C[C@H](O)C\C(=C\C=C/2\[C@@H]3CC[C@H]([C@@H](\C=C\[C@@H](O)C4CC4)C)[C@]3(CCC\2)C)\C1=C
546,Equilin,Oc1cc2CC=C3[C@@H]4CCC(=O)[C@]4(CC[C@@H]3c2cc1)C
547,Benzophenone,O=C(c1ccccc1)c1ccccc1
548,Dalfopristin,S(=O)(=O)(CCN(CC)CC)[C@H]1C2N(CC1)C(=O)c1nc(oc1)CC(=O)C[C@H](O)/C=C(\C=C/CNC(=O)\C=C/[C@@H](C)[C@H](OC2=O)C(C)C)/C
549,Camphor,O=C1C[C@@H]2CC[C@@]1(C)C2(C)C
550,Roflumilast,Clc1cncc(Cl)c1NC(=O)c1cc(OCC2CC2)c(OC(F)F)cc1
551,D-Sorbitol,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO
552,Etoricoxib,Clc1cc(c(nc1)-c1ccc(nc1)C)-c1ccc(S(=O)(=O)C)cc1
553,Lincomycin,S(C)[C@H]1O[C@H]([C@H](NC(=O)C2N(C[C@@H](C2)CCC)C)[C@H](O)C)[C@H](O)[C@H](O)[C@H]1O
554,Pargyline,N(Cc1ccccc1)(CC#C)C
555,Isopropamide,O=C(N)C(CC[N+](C(C)C)(C(C)C)C)(c1ccccc1)c1ccccc1
556,Zuclopenthixol,Clc1cc\2c(Sc3c(cccc3)/C/2=C/CCN2CCN(CC2)CCO)cc1
557,Thiothixene,S1c2c(cc(S(=O)(=O)N(C)C)cc2)\C(\c2c1cccc2)=C/CCN1CCN(CC1)C
558,Thioproperazine,S1c2c(N(c3c1cccc3)CCCN1CCN(CC1)C)cc(S(=O)(=O)N(C)C)cc2
559,Pipotiazine,S1c2c(N(c3c1cccc3)CCCN1CCC(CC1)CCO)cc(S(=O)(=O)N(C)C)cc2
560,Pheniramine,n1ccccc1C(CCN(C)C)c1ccccc1
561,Phenindamine,N1(CC2=C(CC1)c1c(cccc1)C2c1ccccc1)C
562,Molindone,O1CCN(CC1)CC1CCc2[nH]c(C)c(c2C1=O)CC
563,Alverine,N(CCCc1ccccc1)(CCCc1ccccc1)CC
564,Aceprometazine,S1c2c(N(c3c1cccc3)CC(N(C)C)C)cc(cc2)C(=O)C
565,Acepromazine,S1c2c(N(c3c1cccc3)CCCN(C)C)cc(cc2)C(=O)C
566,Erythrityl Tetranitrate,O([N+](=O)[O-])C[C@@H](O[N+](=O)[O-])[C@@H](O[N+](=O)[O-])CO[N+](=O)[O-]
567,Amyl Nitrite,O(N=O)CCCCC
568,Hydroxychloroquine,Clc1cc2nccc(NC(CCCN(CCO)CC)C)c2cc1
569,Valganciclovir,O=C1N=C(Nc2n(cnc12)COC(COC(=O)[C@@H](N)C(C)C)CO)N
570,Deferasirox,Oc1ccccc1-c1nc(nn1-c1ccc(cc1)C(O)=O)-c1ccccc1O
571,Propericiazine,S1c2c(N(c3c1cccc3)CCCN1CCC(O)CC1)cc(cc2)C#N
572,Ticarcillin,S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2NC(=O)[C@H](C(O)=O)c1ccsc1
573,Tazobactam,S1(=O)(=O)[C@H]2N([C@@H](C(O)=O)[C@@]1(Cn1nncc1)C)C(=O)C2
574,Pivmecillinam,S1[C@H]2N([C@@H](C(OCOC(=O)C(C)(C)C)=O)C1(C)C)C(=O)[C@H]2N=CN1CCCCCC1
575,Pivampicillin,S1[C@H]2N([C@@H](C(OCOC(=O)C(C)(C)C)=O)C1(C)C)C(=O)[C@H]2NC(=O)[C@H](N)c1ccccc1
576,Meticillin,S1[C@H]2N([C@@H](C(O)=O)C1(C)C)C(=O)[C@H]2NC(=O)c1c(OC)cccc1OC
577,Bacampicillin,S1[C@H]2N([C@@H](C(OC(OC(OCC)=O)C)=O)C1(C)C)C(=O)[C@H]2NC(=O)[C@H](N)c1ccccc1
578,Lopinavir,O(CC(=O)N[C@H]([C@@H](O)C[C@@H](NC(=O)[C@@H](N1CCCNC1=O)C(C)C)Cc1ccccc1)Cc1ccccc1)c1c(cccc1C)C
579,Tiaprofenic acid,s1c(ccc1C(C(O)=O)C)C(=O)c1ccccc1
580,Probucol,S(C(Sc1cc(C(C)(C)C)c(O)c(c1)C(C)(C)C)(C)C)c1cc(C(C)(C)C)c(O)c(c1)C(C)(C)C
581,Imipenem,S(CC\N=C\N)C=1C[C@H]2N(C=1C(O)=O)C(=O)[C@@H]2[C@H](O)C
582,Cilastatin,S(CCCC\C=C(/NC(=O)[C@H]1CC1(C)C)\C(O)=O)C[C@H](N)C(O)=O
583,Nitrazepam,O=C1Nc2c(cc([N+](=O)[O-])cc2)C(=NC1)c1ccccc1
584,Cinolazepam,Clc1cc2c(N(CCC#N)C(=O)C(O)N=C2c2ccccc2F)cc1
585,Zinc,[Zn]
586,Solifenacin,O(C(=O)N1CCc2c(cccc2)[C@@H]1c1ccccc1)[C@@H]1C2CCN(C1)CC2
587,Everolimus,O1C(CC(=O)[C@@H](\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C[C@H](\C=C\C=C\C=C(/C)\[C@@H](OC)C[C@@H]2O[C@@](O)([C@H](CC2)C)C(=O)C(=O)N2[C@H](CCCC2)C1=O)C)C)C)[C@H](C[C@H]1C[C@@H](OC)[C@H](OCCO)CC1)C
588,Quazepam,Clc1cc2c(N(CC(F)(F)F)C(=S)CN=C2c2ccccc2F)cc1
589,Prazepam,Clc1cc2c(N(CC3CC3)C(=O)CN=C2c2ccccc2)cc1
590,Ketazolam,Clc1cc2c(N(C)C(=O)CN3C2(OC(=CC3=O)C)c2ccccc2)cc1
591,Ursodeoxycholic acid,O[C@@H]1CC[C@]2([C@@H](C1)C[C@H](O)[C@H]1[C@@H]3CC[C@H]([C@@H](CCC(O)=O)C)[C@]3(CC[C@@H]12)C)C
592,Liotrix,Ic1cc(cc(I)c1Oc1cc(I)c(O)c(I)c1)C[C@H](N)C(=O)[O-].Ic1cc(cc(I)c1Oc1cc(I)c(O)cc1)C[C@H](N)C(=O)[O-].[Na+].[Na+]
593,Sulfamethazine,S(=O)(=O)(Nc1nc(cc(n1)C)C)c1ccc(N)cc1
594,Sulfamerazine,S(=O)(=O)(Nc1nc(ccn1)C)c1ccc(N)cc1
595,Oxprenolol,O(CC(O)CNC(C)C)c1ccccc1OCC=C
596,Phendimetrazine,O1CCN(C)C(C)C1c1ccccc1
597,Metrizamide,Ic1c(C(=O)N[C@@H]2[C@@H](O)[C@H](O)[C@H](OC2O)CO)c(I)c(NC(=O)C)c(I)c1N(C(=O)C)C
598,Methamphetamine,N([C@H](Cc1ccccc1)C)C
599,Dextroamphetamine,N[C@H](Cc1ccccc1)C
600,Fludiazepam,Clc1cc2c(N(C)C(=O)CN=C2c2ccccc2F)cc1
601,Chloral hydrate,ClC(Cl)(Cl)C(O)O
602,Clotiazepam,Clc1ccccc1C1=NCC(=O)N(c2sc(cc12)CC)C
603,Bromazepam,Brc1cc2c(NC(=O)CN=C2c2ncccc2)cc1
